Name,Mileage,Dealer Name,Rating,Review Count,Price
2020 Honda Accord LX 1.5T,"27,386 mi.",Keating Honda,4.9,184 ,"$25,399"
2019 Porsche 718 Cayman S,"17,312 mi.",Hennessy Porsche,4.9,"1,769 ","$73,950"
2020 Honda Passport ,"48,003 mi.",Honda Village of Newton Corner,n/a,167 ,"$31,694"
2020 Jeep Compass Trailhawk,"29,311 mi.",Woody's Dodge Jeep Chrysler RAM,4.6,"1,821 ","$26,833"
2019 Acura RDX Base,"18,417 mi.",Key Acura of Gainesville,5.0,66 ,"$32,895"
2019 Volvo S60 T6 R-Design,"22,470 mi.",Lovering Volvo Cars Nashua,4.9,515 ,"$36,549"
2021 Ford Explorer Limited,"59,927 mi.",Five Star Ford,4.9,"7,999 ","$32,000"
2020 Toyota Sienna XLE,"74,863 mi.",Stephen Automall Centre,4.8,565 ,"$33,946"
2020 Volvo XC60 T6 Momentum,"27,721 mi.",Glen Cove Volvo Cars,3.7,584 ,"$38,000"
2019 Nissan Maxima 3.5 SL,"29,935 mi.",Colonial Nissan Inc.,4.9,"1,205 ","$36,990"
2022 Chevrolet Trailblazer LT,"7,719 mi.",Chevrolet of Homewood,4.2,333 ,"$29,187"
2021 Toyota Highlander XLE,"33,689 mi.",Gerald Toyota of Matteson,4.9,"1,391 ","$40,726"
2021 Volkswagen Atlas Cross Sport 3.6L V6 SEL Premium R-Line,"22,321 mi.",Schmelz Countryside Alfa Romeo FIAT Saab VW,4.0,252 ,"$44,995"
2022 Jeep Grand Cherokee L Summit,980 mi.,Palmen Motors of Kenosha,4.9,"2,806 ","$71,447"
2021 RAM 1500 Longhorn,"38,929 mi.",Bill Luke Chrysler Jeep Dodge RAM,4.6,"1,386 ","$55,750"
2019 Volvo S60 T6 R-Design,"37,064 mi.",Lovering Volvo Cars Nashua,4.9,515 ,"$35,121"
2020 Chrysler Pacifica Touring,"59,943 mi.",Warsaw Autoplex,n/a,64 ,"$30,435"
2021 GMC Sierra 1500 Elevation,"62,909 mi.",Robertsons GMC,3.7,43 ,"$42,900"
2022 Toyota Tundra SR,150 mi.,Sloane Toyota of Philadelphia,4.9,"2,443 ","$40,984"
2019 INFINITI QX50 ESSENTIAL,"21,769 mi.",AIRPORT INFINITI,3.6,241 ,"$33,995"
2022 Ferrari 812 GTS Base,712 mi.,Ferrari of San Francisco,4.9,577 ,"$634,000"
2022 Nissan Pathfinder Platinum,"20,715 mi.",Boch Nissan South,3.5,967 ,"$47,480"
2021 RAM 1500 Classic SLT,"23,864 mi.",Keene Dodge Chrysler Jeep,3.8,173 ,"$40,144"
2018 Nissan Titan SV,"63,100 mi.",Andy Mohr Nissan,4.7,414 ,"$27,595"
2022 Toyota Tundra Hybrid Capstone,"1,752 mi.",Boch Toyota,3.9,"4,090 ","$84,988"
2021 Chevrolet Corvette Stingray w/3LT,"13,014 mi.",Stevinson Chevrolet,4.8,460 ,"$93,998"
2018 Ford Explorer XLT,"54,114 mi.",Dave Syverson Auto Center,4.9,987 ,"$29,000"
2014 Porsche 911 Carrera 4S,"22,741 mi.",Foreign Cars Italia,4.9,"1,273 ","$92,992"
2021 Porsche 911 Carrera S,"4,939 mi.",Foreign Cars Italia,4.9,"1,273 ","$152,392"
2021 Porsche 911 Turbo S,"3,782 mi.",Foreign Cars Italia,4.9,"1,273 ","$269,992"
2022 Porsche 911 GT3 w/Touring Package,"3,706 mi.",Foreign Cars Italia,4.9,"1,273 ","$299,992"
2019 Porsche 911 GT3 RS,"35,295 mi.",Foreign Cars Italia,4.9,"1,273 ","$229,992"
2021 Porsche 911 Targa 4,"4,651 mi.",Foreign Cars Italia,4.9,"1,273 ","$162,492"
2020 Porsche 911 Carrera 4S,"16,984 mi.",The Porsche Exchange,4.8,160 ,"$155,995"
2021 Acura RDX Technology Package,"22,855 mi.",Advantage Acura of Naperville,3.7,437 ,"$39,930"
2020 Ford Ranger Lariat,"26,178 mi.",Lithia Ford Lincoln of Roseburg,4.2,412 ,"$39,995"
2019 Ford Ranger XLT,"15,588 mi.",Kendall Ford of Eugene,4.3,"1,075 ","$34,983"
2020 RAM 1500 Big Horn,"31,535 mi.",Dolan Fernley Chrysler Jeep Dodge Ram,4.4,10 ,"$39,997"
2020 RAM 1500 Big Horn,"28,891 mi.",Dolan Fernley Chrysler Jeep Dodge Ram,4.4,10 ,"$44,887"
2021 BMW 430 i,"14,398 mi.",Advantage BMW Midtown,4.6,785 ,"$44,694"
2021 RAM 1500 Big Horn,"31,368 mi.",Meadowland of Carmel,4.5,541 ,"$38,991"
2020 INFINITI QX80 Limited,"29,413 mi.",Circle INFINITI,5.0,"1,442 ","$68,378"
2022 Porsche Taycan Cross Turismo 4S,"18,202 mi.",Champion Porsche,3.3,103 ,"$131,900"
2022 BMW X5 M50i,"9,952 mi.",BMW of Devon,4.9,"3,486 ","$82,393"
2020 Honda Accord EX-L,"51,999 mi.",Gates Honda,4.8,332 ,"$28,562"
2019 Maserati Ghibli 4DR SDN 3.0L,"28,354 mi.",Maserati of Anaheim Hills/Alfa Romeo of Anaheim Hills,n/a,7 ,"$43,995"
2021 MINI Hardtop Cooper S,"25,485 mi.",International Autos,3.2,88 ,"$29,799"
2020 Porsche Cayenne Base,"22,669 mi.",Porsche Downtown LA,4.4,72 ,"$65,898"
2021 Ford Mustang EcoBoost Premium,"7,101 mi.",Fair Oaks Ford,4.6,"3,475 ","$33,999"
2021 Toyota Highlander XSE,"33,470 mi.",Toyota of Kent,4.7,799 ,"$41,719"
2020 Honda Odyssey Elite,"52,732 mi.",Brown Honda,4.7,394 ,"$44,599"
2021 Cadillac CT4 Premium Luxury,"8,674 mi.",Fitzgerald Cadillac Frederick,n/a,3 ,"$38,995"
2021 Chevrolet Corvette Stingray w/1LT,"1,686 mi.",Bill Stasek Chevrolet,4.6,"2,143 ","$89,995"
2016 Ford F-350 King Ranch,"71,935 mi.",Cole Ford Lincoln,4.3,250 ,"$58,390"
2020 Ford Ranger XLT,"31,756 mi.",AutoNation Ford Miami,4.7,980 ,"$31,492"
2022 Kia Telluride EX,"13,943 mi.",Taylor Kia of Lima,4.2,230 ,"$46,799"
2021 Volkswagen ID.4 Pro S,"27,840 mi.",Volkswagen of Lee's Summit,4.2,"1,130 ","$46,457"
2022 Volkswagen Atlas 3.6 SE w/ Technology,"8,696 mi.",Jim Ellis Volkswagen of Kennesaw,4.9,"2,486 ","$43,605"
2018 Ford Expedition LIMITED,"45,671 mi.",John Kennedy Ford Feasterville,n/a,160 ,"$50,226"
2019 Ford Expedition Limited,"32,568 mi.",Pat Milliken Ford,4.9,"1,533 ","$48,627"
2019 Ford F-350 Lariat Super Duty,"52,713 mi.",New Holland Auto Group,4.4,441 ,"$58,855"
2017 Volkswagen Tiguan Limited 2.0T,"68,246 mi.",Steve White Volkswagen Audi - Greenville,4.6,953 ,"$18,499"
2020 Ford F-150 Raptor,"40,102 mi.",McClary Ford,n/a,371 ,"$68,500"
2018 Maserati GranTurismo Sport,"21,989 mi.",Maserati of Newport Beach,4.4,76 ,"$75,988"
2021 Jeep Wrangler Unlimited Sahara Altitude,"8,915 mi.",Nemer Chrysler Dodge Jeep RAM of Queensbury,4.8,634 ,"$53,928"
2022 GMC Sierra 1500 Limited Denali,"14,394 mi.",Shottenkirk Fort Madison,3.6,64 ,"$64,999"
2021 Nissan Titan SV,"19,957 mi.",Jeff Schmitt Nissan,4.9,748 ,"$42,240"
2021 Toyota Avalon TRD,"16,151 mi.",Toyota of Fox Lake,3.8,195 ,"$42,490"
2020 Volkswagen Arteon 2.0T SEL R-Line,"19,008 mi.",Fred Beans Volkswagen of Doylestown,n/a,35 ,"$34,595"
2018 Buick Regal Sportback Preferred,"61,181 mi.",Jim Causley Buick GMC,4.3,"1,034 ","$18,895"
2021 Nissan Altima 2.5 SR,"11,593 mi.",Antwerpen Nissan of Owings Mills,n/a,102 ,"$25,881"
2023 Chevrolet Tahoe Z71,540 mi.,Beck & Masten North,4.1,"1,269 ","$75,995"
2020 BMW X7 M50i,"37,392 mi.",BMW of Ridgefield,4.8,514 ,"$75,990"
2020 BMW X7 xDrive40i,"41,607 mi.",Circle BMW,4.9,"3,242 ","$63,772"
2020 BMW X7 M50i,"47,928 mi.",BMW of Ridgefield,4.8,514 ,"$75,990"
2018 Cadillac CT6 2.0L Turbo Luxury,"36,619 mi.",Cadillac of Las Vegas,n/a,299 ,"$35,996"
2017 Volkswagen Tiguan Limited 2.0T,"32,730 mi.",Volkswagen of Palm Springs,3.8,77 ,"$21,987"
2020 Ford Explorer XLT,"18,252 mi.",Bill Knight Ford,4.1,55 ,"$39,000"
2019 Toyota Highlander XLE,"43,814 mi.",Kings Toyota,3.4,527 ,"$34,711"
2021 BMW X3 sDrive30i,"43,708 mi.",BMW of Gainesville,4.8,441 ,"$33,258"
2020 Volkswagen Passat 2.0T R-Line,"17,319 mi.",Gunther Volkswagen Volvo Mitsubishi Coconut Creek,3.2,"1,569 ","$25,788"
2020 Porsche Panamera GTS,"16,088 mi.",Champion Porsche,3.3,103 ,"$131,900"
2022 INFINITI QX55 LUXE,"4,014 mi.",Evans Infiniti of Dayton,n/a,72 ,"$45,286"
2021 Toyota Tacoma SR5,"23,602 mi.",Boch Toyota,3.9,"4,090 ","$35,777"
2019 GMC Terrain Denali,"28,355 mi.",Budd Baer Subaru,3.3,187 ,"$35,476"
2021 Porsche 718 Cayman GT4,"6,986 mi.",Foreign Cars Italia,4.9,"1,273 ","$157,992"
2022 Acura MDX Type S w/Advance Package,"1,120 mi.",Niello Acura,2.0,134 ,"$75,990"
2019 BMW M850 i xDrive,"27,926 mi.",BMW of Denver Downtown,4.1,828 ,"$68,999"
2022 Jeep Grand Cherokee Laredo,"2,028 mi.",Glendale Chrysler Dodge Jeep RAM,2.2,36 ,"$38,750"
2018 Volvo XC60 T6 Inscription,"44,323 mi.","Howard Orloff Jaguar, Volvo Cars, Land Rover",2.9,208 ,"$37,988"
2017 Ferrari California T,"16,118 mi.",Miller Motorcars,n/a,43 ,"$165,900"
2010 Ferrari California ,"29,885 mi.",Wide World Ferrari,4.1,24 ,"$104,588"
2022 GMC Sierra 2500 Denali,"6,075 mi.",Ingersoll Auto of Danbury,4.2,794 ,"$78,900"
2021 Toyota Highlander Platinum,"24,903 mi.",Tansky Sawmill Toyota,4.8,891 ,"$47,158"
2020 Subaru Crosstrek Premium,"17,350 mi.",Busam Subaru,4.0,92 ,"$28,900"
2021 Acura TLX A-Spec,"20,322 mi.",Ed Napleton Acura Kia,3.0,585 ,"$36,995"
2017 Buick Enclave Convenience,"48,793 mi.",Jensen Buick GMC,n/a,3 ,"$24,995"
2018 Ford Edge SEL,"19,958 mi.",Beau Townsend Ford Lincoln,3.3,"1,114 ","$31,995"
2022 Ford Mustang Mach-E Select,"12,844 mi.",SouthWest Ford,n/a,13 ,"$53,692"
2021 Ford Ranger Lariat,"17,109 mi.",Friendly Ford,3.1,"1,207 ","$39,000"
2019 GMC Sierra 1500 Denali,"26,326 mi.",Jim Causley Buick GMC,4.3,"1,034 ","$52,895"
2021 Cadillac CT5 Sport RWD,"10,118 mi.",Epic Chevrolet,3.9,"1,028 ","$46,999"
2020 Ford F-150 XLT,"33,295 mi.",Gordie Boucher Ford of Kenosha,4.7,"1,419 ","$41,318"
2021 Dodge Charger R/T,"6,506 mi.",Rob Lambdin's University Dodge RAM,4.0,"1,131 ","$42,995"
2020 BMW 228 Gran Coupe i xDrive,"12,357 mi.",BMW of Barrington,4.9,"1,269 ","$37,330"
2019 Ferrari Portofino Base,"3,131 mi.",Foreign Cars Italia,4.9,"1,273 ","$264,949"
2018 Porsche Panamera 4S,"38,246 mi.",Manhattan Motorcars Inc.,4.8,362 ,"$79,995"
2018 Porsche Panamera 4S,"48,844 mi.",Porsche Westwood,3.6,119 ,"$74,991"
2016 Porsche Panamera GTS,"47,879 mi.",Herb Chambers Porsche,4.8,390 ,"$64,998"
2021 Volvo S60 MOMENTUM,"29,916 mi.",McGrath Volvo Cars Barrington,4.3,134 ,"$34,998"
2021 RAM 1500 Big Horn,"39,584 mi.",Keller Bros. Dodge RAM,4.7,308 ,"$40,997"
2021 RAM 1500 Big Horn,"42,342 mi.",Teterboro Chrysler Jeep Dodge RAM,4.9,"1,894 ","$38,991"
2020 BMW X7 M50i,"22,286 mi.",BMW of Loveland,4.4,398 ,"$83,443"
2019 Porsche Macan S,"23,887 mi.",Porsche North Olmsted,4.9,134 ,"$59,129"
2021 Volkswagen Tiguan 2.0T SE,"17,035 mi.",City Volkswagen of Highland,4.8,719 ,"$29,590"
2020 BMW X4 M40i,"23,391 mi.",BMW of Bend,4.8,70 ,"$53,442"
2022 Dodge Challenger R/T,839 mi.,Frisco Chrysler Dodge Jeep Ram,4.1,555 ,"$40,499"
2022 Toyota Highlander Limited,"17,791 mi.",Wolfchase Toyota,4.6,319 ,"$50,050"
2023 Cadillac XT6 Premium Luxury FWD,"4,606 mi.",Service Chevrolet Cadillac,2.7,142 ,"$59,000"
2021 GMC Sierra 1500 SLT,"19,650 mi.",Lawrence Chevrolet,4.1,69 ,"$54,000"
2019 BMW 530 i xDrive,"12,114 mi.",Baron BMW MINI,4.6,"1,509 ","$45,977"
2020 Cadillac CT5 Premium Luxury AWD,"19,311 mi.",Sapaugh GM Country,4.8,"1,862 ","$43,949"
2021 Dodge Durango Citadel,"34,170 mi.",Kimberly Car City,4.0,316 ,"$46,841"
2019 Honda Pilot LX,"46,200 mi.",Lindsay Honda,3.5,816 ,"$27,163"
2022 Ford F-150 Tremor,103 mi.,Lake Elsinore Ford,3.9,366 ,"$63,199"
2022 GMC Sierra 1500 Denali,"9,597 mi.",Superior Chevrolet Buick GMC of Siloam Springs,3.7,72 ,"$67,693"
2020 GMC Yukon Denali,"38,303 mi.",Galles Chevrolet,3.0,183 ,"$59,988"
2022 RAM 1500 Limited,"19,201 mi.",Cherry Hill Chrysler Dodge Jeep RAM Kia Mitsubishi,4.6,"2,471 ","$62,985"
2022 Porsche Cayenne Base,"1,182 mi.",Porsche North Houston,4.9,760 ,"$85,991"
2020 Chrysler Pacifica Limited,"68,432 mi.",Zeigler Chrysler Dodge Jeep Ram of Schaumburg,3.8,793 ,"$28,975"
2020 Cadillac CT5 Premium Luxury AWD,"40,205 mi.",Jeff Wyler Fairfield,3.1,"1,862 ","$36,464"
2017 Acura MDX 3.5L w/Advance Package,"57,116 mi.",Shottenkirk Acura Huntsville,3.9,55 ,"$31,460"
2022 Kia Stinger GT-Line,"10,228 mi.",Tom Kadlec Kia,5.0,94 ,"$40,000"
2019 GMC Canyon Denali,"37,352 mi.",Martin Chevrolet,4.8,"1,685 ","$38,777"
2021 BMW X7 xDrive40i,"31,775 mi.",BMW of Milwaukee North,3.6,492 ,"$65,499"
2018 Porsche Panamera Turbo,"16,616 mi.",Porsche Rocklin,n/a,19 ,"$129,995"
2021 Kia Stinger GT1,"23,102 mi.",Kia Of Mccomb,n/a,16 ,"$42,500"
2021 Toyota Highlander XSE,"31,108 mi.",Serra Toyota of Traverse City,4.3,49 ,"$43,911"
2021 Acura RDX ,"39,310 mi.",Acura of Lafayette,n/a,0 ,"$39,990"
2022 Chevrolet Tahoe Z71,"5,945 mi.",Stingray Chevrolet,4.6,"6,235 ","$72,500"
2021 BMW 530 i xDrive,"10,703 mi.",Rick Hill Imports,4.6,466 ,"$53,900"
2020 BMW M760 i xDrive,"17,513 mi.",BMW of Fort Wayne/MINI of Fort Wayne,4.9,395 ,"$115,852"
2020 INFINITI QX60 Luxe,"40,274 mi.",INFINITI of Lexington,4.8,47 ,"$37,988"
2019 MINI Countryman Cooper S,"24,709 mi.",Mini of Hawaii,4.6,98 ,"$29,331"
2020 Ford Explorer Limited,"34,062 mi.",Parks Ford of Wesley Chapel,4.7,"2,804 ","$33,420"
2017 Ford F-350 King Ranch,"85,727 mi.",Bayer Ford,n/a,65 ,"$67,990"
2019 GMC Canyon Denali,"37,775 mi.",Apple Chevrolet,4.6,647 ,"$36,500"
2019 Volkswagen Atlas 3.6L SE,"22,929 mi.",Schumacher Volkswagen of West Palm Beach,4.6,655 ,"$29,598"
2019 Volkswagen Atlas 3.6L SE,"38,739 mi.",Gunther Volkswagen Volvo Cars Delray Beach,3.7,"1,711 ","$27,944"
2021 Ford Ranger Lariat,"10,181 mi.",Haggerty Ford,5.0,"1,357 ","$42,995"
2020 Jeep Gladiator Sport,"66,545 mi.",Town & Country Jeep Chrysler Dodge Ram,4.7,"3,203 ","$33,995"
2018 Toyota Tundra Platinum,"20,526 mi.",One Toyota Of Oakland,n/a,"2,746 ","$47,485"
2017 Dodge Charger R/T 392,"30,057 mi.",Marina Chrysler Dodge Jeep Mitsubishi RAM,3.7,60 ,"$41,000"
2020 Porsche Cayenne Turbo,"19,965 mi.",Porsche Westlake,n/a,408 ,"$114,852"
2020 Volkswagen Atlas Cross Sport 3.6L V6 SEL,"9,615 mi.",Larry Roesch Volkswagen,4.3,141 ,"$41,615"
2021 Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line,"19,127 mi.",Bill Jacobs VW,4.3,616 ,"$45,900"
2020 Volkswagen Atlas Cross Sport 3.6L V6 SEL Premium,"33,471 mi.",Elgin Volkswagen,n/a,45 ,"$41,594"
2020 Volkswagen Atlas Cross Sport 2.0T SE w/Technology,"39,930 mi.",Castle Volkswagen of Schaumburg,4.1,623 ,"$31,977"
2022 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,"5,707 mi.",Castle Volkswagen of Schaumburg,4.1,623 ,"$40,977"
2020 Volkswagen Atlas Cross Sport 3.6L V6 SEL Premium,"24,402 mi.",Elgin Volkswagen,n/a,45 ,"$42,769"
2020 Volkswagen Atlas Cross Sport 2.0T SEL,"45,470 mi.",Castle Volkswagen of Schaumburg,4.1,623 ,"$35,977"
2022 Ford F-250 XL,"12,581 mi.",Bison Ford,4.5,23 ,"$67,595"
2017 Ford F-250 Lariat,"40,079 mi.",Bison Ford,4.5,23 ,"$60,992"
2021 Toyota Tundra Limited,"34,945 mi.",Anderson Toyota,3.2,34 ,"$49,664"
2021 Chevrolet Traverse LS,"8,706 mi.",Dan Cummins Chevrolet Buick of Paris,4.7,"2,799 ","$34,587"
2019 Porsche Macan Base,"32,000 mi.",Porsche Bethesda,4.9,100 ,"$47,999"
2021 Jeep Wrangler Sport,"46,807 mi.",Luther Hudson Chrysler Dodge Jeep RAM,4.6,"2,104 ","$35,996"
2021 Toyota Tacoma SR,"24,908 mi.",Tom Wood Toyota,4.6,"1,445 ","$34,990"
2021 Volkswagen Atlas 3.6L SEL Premium,"50,524 mi.",Frank Boucher Chrysler Dodge Jeep Ram VW of Janesville,4.8,"1,618 ","$42,287"
2019 Porsche 911 Targa 4S,"23,172 mi.",Porsche Woodland Hills,4.9,514 ,"$147,777"
2021 GMC Terrain SLT,"18,343 mi.",Stingray Chevrolet,4.6,"6,235 ","$29,900"
2019 Cadillac XT4 FWD Luxury,"32,532 mi.",Camargo Cadillac,n/a,31 ,"$31,988"
2020 Toyota Highlander Platinum,"51,200 mi.",Findlay Toyota,4.6,915 ,"$39,988"
2019 BMW 440 Gran Coupe i xDrive,"47,962 mi.",Kelly BMW,3.7,125 ,"$37,900"
2020 Toyota Tacoma TRD Off Road,"51,616 mi.",Wilson Toyota of Ames,4.6,"3,375 ","$42,995"
2020 Porsche Macan Base,"33,218 mi.",Porsche River Oaks,4.5,470 ,"$52,997"
2020 Toyota Camry Hybrid XLE,"34,228 mi.",Hiland Toyota,4.9,"1,808 ","$33,975"
2022 Porsche 718 Boxster GTS 4.0,941 mi.,Porsche River Oaks,4.5,470 ,"$119,996"
2021 GMC Canyon AT4,"23,149 mi.",Carl Cannon Chevrolet Buick GMC,n/a,20 ,"$39,990"
2020 Cadillac XT4 Premium Luxury,"22,170 mi.",Lone Star Cadillac,4.1,316 ,"$31,310"
2021 Toyota Corolla Hatchback XSE,"4,129 mi.",Team Toyota,4.8,"1,345 ","$27,000"
2022 Acura TLX w/A-Spec Package,"6,517 mi.",Pohanka Acura,4.8,"1,678 ","$45,179"
2022 Nissan Titan SV,"4,991 mi.",Lia Nissan of Glens Falls,4.1,396 ,"$46,783"
2021 Volkswagen Tiguan 2.0T SEL,"13,714 mi.",Volkswagen of Downtown Chicago,4.5,"1,840 ","$33,502"
2022 Ford Maverick XLT,289 mi.,Natchez Ford Lincoln,4.1,115 ,"$37,000"
2020 Honda Odyssey Elite,"28,680 mi.",Sunset Honda,4.7,301 ,"$48,900"
2019 Subaru Outback 2.5i Premium,"30,953 mi.",Bachman Subaru,3.7,326 ,"$28,000"
2020 Cadillac XT6 Premium Luxury AWD,"33,596 mi.",Cole Valley Cadillac,3.0,133 ,"$43,555"
2022 GMC Sierra 1500 AT4X,"9,078 mi.",Rizza Cadillac Buick GMC,4.6,"3,437 ","$83,550"
2022 Nissan Frontier SV,"16,953 mi.",Sid Dillon Hyundai,3.5,843 ,"$34,297"
2020 Ford F-150 XLT,"18,937 mi.",Bison Ford,4.5,23 ,"$44,894"
2021 Cadillac Escalade Sport Platinum,"33,260 mi.",Dublin Chevrolet Cadillac,3.7,75 ,"$104,998"
2021 Dodge Durango GT,"13,284 mi.",Marino Chrysler Jeep Dodge RAM,4.9,"4,109 ","$48,294"
2021 Dodge Durango Citadel,"22,961 mi.",Woody's Dodge Jeep Chrysler RAM,4.6,"1,821 ","$46,842"
2020 Ford Explorer XLT,"22,978 mi.",Johnson Ford of New Richmond,n/a,176 ,"$38,996"
2021 Volkswagen Arteon 2.0T SEL Premium R-Line,"31,248 mi.",Volkswagen of Orland Park,3.6,"1,169 ","$41,995"
2020 Volkswagen Arteon 2.0T SE,"39,620 mi.",Volkswagen of Orland Park,3.6,"1,169 ","$29,995"
2021 Volkswagen Arteon 2.0T SEL Premium R-Line,"16,539 mi.",Larry Roesch Volkswagen,4.3,141 ,"$41,994"
2021 Volkswagen Atlas 2.0T SEL,"42,844 mi.",Volkswagen SouthTowne,4.5,"1,290 ","$38,640"
2020 Honda Civic LX,"32,905 mi.",Zimmerman Honda,5.0,"2,579 ","$23,991"
2021 Toyota Highlander XSE,"36,075 mi.",Continental Toyota,4.9,"2,695 ","$45,869"
2020 Dodge Durango SXT,"9,450 mi.",Tate Chrysler Jeep Dodge Frederick,2.6,103 ,"$38,500"
2022 GMC Sierra 1500 Limited AT4,"17,798 mi.",Dale Willey Chevrolet Buick GMC,3.3,138 ,"$59,655"
2022 GMC Sierra 1500 Limited Denali,"1,843 mi.",Dale Willey Chevrolet Buick GMC,3.3,138 ,"$69,997"
2021 Honda Ridgeline ,"17,236 mi.",Honda Of San Marcos,3.1,85 ,"$42,047"
2020 Toyota Tacoma TRD Pro,"18,609 mi.",Toyota of Ann Arbor,n/a,2 ,"$46,500"
2020 BMW X2 M35i,"21,335 mi.",BMW of Denver Downtown,4.1,828 ,"$38,999"
2022 Kia K5 GT-Line,"23,132 mi.",Auffenberg Kia,4.3,169 ,"$30,499"
2022 Ford Bronco Sport Outer Banks,"2,490 mi.",McMahon Ford,4.4,121 ,"$38,975"
2021 Dodge Charger R/T,"17,764 mi.",Shoreline Chrysler Dodge Jeep Ram,n/a,n/a,"$52,935"
2020 Ford Shelby GT500 Base,"1,142 mi.",Future Ford of Sacramento,4.5,"1,610 ","$101,967"
2022 Jeep Grand Cherokee WK Limited,"6,353 mi.",Lithia Chrysler Jeep of Reno,4.7,"1,252 ","$43,980"
2023 Toyota Camry Hybrid SE Nightsh,"1,952 mi.",Vancouver Toyota,n/a,46 ,"$38,992"
2022 GMC Sierra 1500 Limited Elevation,"5,950 mi.",Parks Motor Sales Inc,4.0,50 ,"$54,951"
2022 GMC Sierra 1500 Denali,"1,305 mi.",Beck & Masten Buick GMC South,4.4,"2,443 ","$72,900"
2021 Ford Ranger XLT,"3,941 mi.",Jack Madden Ford,3.4,624 ,"$41,796"
2021 Chevrolet Corvette Stingray w/3LT,537 mi.,Power of Bowser,4.6,771 ,"$92,998"
2019 Buick Regal Sportback Preferred II,"17,943 mi.",Serra Buick GMC Cadillac,3.6,514 ,"$22,987"
2020 Cadillac XT6 Premium Luxury AWD,"33,914 mi.",Red Noland Cadillac,n/a,0 ,"$49,489"
2020 INFINITI Q50 3.0t LUXE,"30,041 mi.",INFINITI of South Atlanta,4.4,583 ,"$35,546"
2020 Chevrolet Blazer 3LT,"25,053 mi.",Brad Deery Motors,4.7,"1,548 ","$39,847"
2022 Jeep Wagoneer Series III,"8,000 mi.",Mac Haik Dodge Chrysler Jeep Ram Katy Freeway,n/a,66 ,"$70,000"
2019 Toyota Tundra TRD Pro,"57,862 mi.",Holman Toyota,4.8,466 ,"$47,600"
2020 BMW M340 i xDrive,"10,089 mi.",Perillo BMW,4.7,616 ,"$50,998"
2020 BMW M340 i xDrive,"4,305 mi.",Knauz Auto Park,4.8,"2,007 ","$56,995"
2020 Ford Explorer Limited,"73,421 mi.",Stokes Hodges Ford,3.5,31 ,"$37,993"
2020 Jeep Gladiator Sport S,"24,257 mi.","Kolosso Chrysler, Jeep, Dodge, RAM",4.8,588 ,"$39,992"
2021 Ford F-150 Lariat,"41,926 mi.",Mike Castrucci of Alexandria,4.6,103 ,"$53,999"
2022 Volkswagen Taos SEL,"11,043 mi.",Sutliff Volkswagen,n/a,70 ,"$28,118"
2020 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,"15,899 mi.",Frank Boucher VW Kia of Racine,4.6,844 ,"$36,899"
2020 Jeep Grand Cherokee Trailhawk,"12,254 mi.",Woody's Dodge Jeep Chrysler RAM,4.6,"1,821 ","$45,769"
2019 Maserati Levante S,"31,949 mi.",Miller Motorcars,n/a,43 ,"$55,900"
2018 Cadillac CT6 3.0L Twin Turbo Premium Luxury,"47,360 mi.",Loehmann-Blasius Chevrolet,4.2,735 ,"$38,499"
2020 Toyota Tacoma TRD Off Road,"52,133 mi.",Toyota of Nashua,4.4,"1,377 ","$37,000"
2020 Chevrolet Silverado 1500 LT,"26,767 mi.",Randall Buick GMC Cadillac,n/a,11 ,"$42,995"
2020 Ford Expedition Max XLT,"34,587 mi.",Kings Ford,4.8,"1,681 ","$53,191"
2018 Toyota Tundra SR5,"73,920 mi.",Seeger Toyota of St. Robert,4.9,904 ,"$41,988"
2021 Kia Seltos SX,"35,167 mi.",Generation Kia,4.5,"1,033 ","$29,598"
2020 Maserati Levante Q4 GranSport,"22,448 mi.",Miller Motorcars,n/a,43 ,"$56,900"
2018 Toyota 4Runner Limited,"25,078 mi.",Kendall Toyota of Bend,3.9,439 ,"$43,995"
2020 GMC Acadia AT4,"16,201 mi.",Robertsons GMC,3.7,43 ,"$40,900"
2021 BMW X6 sDrive40i,"19,367 mi.",Sewell BMW of Grapevine,3.7,63 ,"$66,897"
2021 GMC Canyon Elevation Standard,"9,333 mi.",Classic of Cleburne Chevrolet/Buick/GMC,4.9,527 ,"$33,900"
2022 Kia Seltos SX,"25,848 mi.",Car Pros Kia Huntington Beach,4.2,266 ,"$27,995"
2021 Volvo S60 T6 Inscription,"26,613 mi.",Jack Ingram Motors,n/a,57 ,"$41,750"
2021 Jeep Wrangler Unlimited Sahara,"4,806 mi.",Palmen Motors of Kenosha,4.9,"2,806 ","$47,494"
2022 Toyota Tundra Limited,"2,924 mi.",Burnsville Toyota,4.3,961 ,"$68,650"
2019 Toyota RAV4 LE,"39,172 mi.",Toyota of Cedar Park,4.8,"2,160 ","$27,444"
2018 GMC Acadia Denali,"38,000 mi.",Rogers Auto Group,4.8,"2,290 ","$37,000"
2022 INFINITI QX55 LUXE,"16,622 mi.",INFINITI of Warwick,4.8,441 ,"$43,588"
2020 Honda Odyssey EX-L,"20,188 mi.",Luther Mankato Honda,4.9,840 ,"$37,898"
